date.time,Sample.Loc,Ecoli.measured,DIS.North.Flow,PAA.Setpoint,HRT.min,Sample.Event
6/24/2019 7:38,1 N_PREPAA,9320,76.70173,1.8,0,1
6/24/2019 7:42,1 NPAA1MIN,6630,79.84637,1.8,1.4979152,1
6/24/2019 7:46,1 NPAA10MN,41,79.5757751,1.8,11.5776723,1
6/24/2019 7:54,1 NPAA30MN,40,95.61575,1.8,14.3609791,1
6/24/2019 10:53,2 N_PREPAA,8570,80.1738052,1.8,0,2
6/24/2019 10:57,2 NPAA1MIN,4650,93.15938,1.8,0.819352,2
6/24/2019 11:02,2 NPAA10MN,222,94.70954,1.8,5.8670846,2
6/24/2019 11:12,2 NPAA30MN,36,93.20077,1.8,15.8738843,2
6/24/2019 12:57,3 N_PREPAA,8890,66.6210861,1.8,0,3
6/24/2019 13:02,3 NPAA1MIN,9590,78.15968,1.8,1.6784711,3
6/24/2019 13:05,3 NPAA10MN,461,80.3982239,1.8,10.5776702,3
6/24/2019 13:15,3 NPAA30MN,35,78.68858,1.8,32.8863309,3
6/25/2019 7:47,1 N_PREPAA,9060,68.88229,1.8,0,4
6/25/2019 7:56,1 NPAA1MIN,8390,71.30962,1.8,1.9964956,4
6/25/2019 8:04,1 NPAA10MN,50,70.60121,1.8,15.6472616,4
6/25/2019 8:18,1 NPAA30MN,24,80.13951,1.8,28.8318657,4
6/25/2019 10:59,2 N_PREPAA,12200,54.76278,1.8,0,5
6/25/2019 11:04,2 NPAA1MIN,11100,81.0841141,1.8,1.3241364,5
6/25/2019 11:10,2 NPAA10MN,163,80.33447,1.8,10.7461463,5
6/25/2019 11:23,2 NPAA30MN,58,80.60735,1.8,27.4817248,5
6/25/2019 13:02,3 N_PREPAA,15500,75.2175446,1.8,0,6
6/25/2019 13:09,3 NPAA1MIN,14700,53.83761,1.8,2.1672063,6
6/25/2019 13:19,3 NPAA10MN,313,55.4583549,1.8,16.2221189,6
6/25/2019 13:33,3 NPAA30MN,68,53.7636375,1.8,44.1651018,6
6/27/2019 7:38,1 N_PREPAA,20500,80.03784,1.8,0,7
6/27/2019 7:44,1 NPAA1MIN,9600,92.0903549,1.8,0.8524762,7
6/27/2019 7:51,1 NPAA10MN,96,80.68048,1.8,10.4145112,7
6/27/2019 8:05,1 NPAA30MN,76,91.4162,1.8,16.9970788,7
6/27/2019 11:04,2 N_PREPAA,17200,74.97033,1.8,0,8
6/27/2019 11:09,2 NPAA1MIN,9100,90.0096054,1.8,0.9099194,8
6/27/2019 11:14,2 NPAA10MN,184,90.4351654,1.8,6.7228468,8
6/27/2019 11:26,2 NPAA30MN,88,75.18873,1.8,37.8882115,8
6/27/2019 13:18,3 N_PREPAA,13300,78.72417,1.8,0,9
6/27/2019 13:22,3 NPAA1MIN,11000,71.18074,1.8,2.0191585,9
6/27/2019 13:28,3 NPAA10MN,365,73.11069,1.8,14.9425779,9
6/27/2019 13:38,3 NPAA30MN,64,77.61738,1.8,34.5103127,9
6/28/2019 7:27,1 N_PREPAA,16600,78.96552,1.8,0,10
6/28/2019 7:36,1 NPAA1MIN,8600,86.6285,1.8,1.0296883,10
6/28/2019 7:47,1 NPAA10MN,74,79.3255539,1.8,11.8849377,10
6/28/2019 8:05,1 NPAA30MN,76,86.3008347,1.8,20.4964143,10
6/28/2019 11:08,2 N_PREPAA,6840,82.40839,1.8,0,11
6/28/2019 11:18,2 NPAA1MIN,3640,84.34804,1.8,1.1724868,11
6/28/2019 11:32,2 NPAA10MN,308,85.00676,1.8,8.7374348,11
6/28/2019 11:51,2 NPAA30MN,45,82.18355,1.8,24.6104154,11
6/28/2019 13:15,3 N_PREPAA,10100,74.4371,1.8,0,12
6/28/2019 13:23,3 NPAA1MIN,6240,80.98813,1.8,1.3337669,12
6/28/2019 13:35,3 NPAA10MN,150,81.29375,1.8,9.8102787,12
6/28/2019 13:52,3 NPAA30MN,70,80.74371,1.8,27.0599061,12
7/1/2019 7:42,1 N_PREPAA,16200,77.451,1.8,0,13
7/1/2019 7:46,1 NPAA1MIN,8600,80.9033356,1.8,1.3534706,13
7/1/2019 7:49,1 NPAA10MN,53,80.38008,1.8,10.6612274,13
7/1/2019 7:57,1 NPAA30MN,37,92.00663,1.8,16.759626,13
7/1/2019 11:02,2 N_PREPAA,9590,83.13533,1.8,0,14
7/1/2019 11:14,2 NPAA1MIN,7710,90.19972,1.8,0.905551,14
7/1/2019 11:20,2 NPAA10MN,249,90.4874,1.8,6.6902186,14
7/1/2019 11:32,2 NPAA30MN,75,90.7288055,1.8,17.4084887,14
7/1/2019 13:03,3 N_PREPAA,15800,82.00869,1.8,0,15
7/1/2019 13:10,3 NPAA1MIN,7800,80.9248352,1.8,1.3435439,15
7/1/2019 13:16,3 NPAA10MN,249,81.98087,1.8,9.6702529,15
7/1/2019 13:31,3 NPAA30MN,41,81.2554245,1.8,25.8702017,15
7/2/2019 7:22,1 N_PREPAA,16600,85.85293,1.8,0,16
7/2/2019 7:36,1 NPAA1MIN,9590,85.66377,1.8,1.1296118,16
7/2/2019 7:45,1 NPAA10MN,82,86.417244,1.8,7.790303,16
7/2/2019 7:57,1 NPAA30MN,140,87.80532,1.8,19.280141,16
7/2/2019 11:07,2 N_PREPAA,13500,82.0246,1.8,0,17
7/2/2019 11:11,2 NPAA1MIN,11000,88.08824,1.8,0.9709662,17
7/2/2019 11:19,2 NPAA10MN,285,87.9309845,1.8,7.3320011,17
7/2/2019 11:32,2 NPAA30MN,47,88.62064,1.8,18.7746735,17
7/2/2019 13:00,3 N_PREPAA,14800,77.75957,1.8,0,18
7/2/2019 13:03,3 NPAA1MIN,4950,79.67823,1.8,1.5103655,18
7/2/2019 13:10,3 NPAA10MN,249,81.13458,1.8,9.9545166,18
7/2/2019 13:22,3 NPAA30MN,68,78.83239,1.8,32.2795904,18
7/8/2019 7:35,1 N_PREPAA,21900,89.37741,1.8,0,19
7/8/2019 7:37,1 NPAA1MIN,10800,81.57778,1.8,1.2870139,19
7/8/2019 7:44,1 NPAA10MN,91,89.5589,1.8,6.9960856,19
7/8/2019 7:56,1 NPAA30MN,63,83.478,1.8,23.9451998,19
7/8/2019 11:03,2 N_PREPAA,9930,78.19318,1.8,0,20
7/8/2019 11:06,2 NPAA1MIN,9340,86.20277,1.8,1.0710592,20
7/8/2019 11:14,2 NPAA10MN,1550,85.71603,1.8,8.466038,20
7/8/2019 11:27,2 NPAA30MN,72,76.33229,1.8,36.307008,20
7/8/2019 13:08,3 N_PREPAA,12200,85.47425,1.8,0,21
7/8/2019 13:10,3 NPAA1MIN,10900,79.42634,1.8,1.5490389,21
7/8/2019 13:18,3 NPAA10MN,,78.88653,1.8,12.2093643,21
7/8/2019 13:30,3 NPAA30MN,64,85.98221,1.8,21.6147811,21
7/10/2019 7:33,1 N_PREPAA,48800,86.04158,1.8,0,22
7/10/2019 7:37,1 NPAA1MIN,21000,86.77856,1.8,1.0129541,22
7/10/2019 7:42,1 NPAA10MN,184,86.7907639,1.8,7.5749182,22
7/10/2019 7:51,1 NPAA30MN,166,86.8985443,1.8,19.7049918,22
7/10/2019 11:08,2 N_PREPAA,17800,77.47833,1.8,0,23
7/10/2019 11:13,2 NPAA1MIN,17800,104.543472,1.8,4.9952573,23
7/10/2019 11:17,2 NPAA10MN,,86.0684357,1.8,8.1138035,23
7/10/2019 11:25,2 NPAA30MN,214,75.7678,1.8,36.6895422,23
7/10/2019 12:57,3 N_PREPAA,24900,85.84568,1.8,0,24
7/10/2019 13:02,3 NPAA1MIN,15300,79.44124,1.8,1.5359214,24
7/10/2019 13:07,3 NPAA10MN,1300,80,1.8,11.1923913,24
7/10/2019 13:17,3 NPAA30MN,91,84.7158,1.8,23.0134645,24
7/11/2019 7:32,1 N_PREPAA,21000,85.71603,1.8,0,25
7/11/2019 7:37,1 NPAA1MIN,15200,86.03716,1.8,1.0898654,25
7/11/2019 7:44,1 NPAA10MN,130,85.74065,1.8,8.4138142,25
7/11/2019 7:54,1 NPAA30MN,124,86.25694,1.8,20.7346107,25
7/11/2019 10:58,2 N_PREPAA,26000,85.10396,1.6,0,26
7/11/2019 11:02,2 NPAA1MIN,17900,88.84483,1.8,0.9512957,26
7/11/2019 11:09,2 NPAA10MN,,87.5227051,1.8,7.4514349,26
7/11/2019 11:19,2 NPAA30MN,242,87.47433,1.8,19.5969958,26
7/11/2019 12:56,3 N_PREPAA,27600,94.92706,1.6,0,27
7/11/2019 12:59,3 NPAA1MIN,15200,87.55338,1.6,0.9862821,27
7/11/2019 13:08,3 NPAA10MN,2420,86.69553,1.6,7.7026622,27
7/11/2019 13:19,3 NPAA30MN,91,88.1528244,1.6,18.9735779,27
7/12/2019 7:29,1 N_PREPAA,14400,96.99005,1.6,0,28
7/12/2019 7:31,1 NPAA1MIN,9330,98.07528,1.6,0.6656224,28
7/12/2019 7:37,1 NPAA10MN,249,97.37809,1.6,5.0206873,28
7/12/2019 7:46,1 NPAA30MN,185,86.28293,1.6,20.6148097,28
7/12/2019 11:00,2 N_PREPAA,10800,84.01319,1.6,0,29
7/12/2019 11:02,2 NPAA1MIN,9590,83.3899841,1.6,1.2188802,29
7/12/2019 11:08,2 NPAA10MN,1410,83.97708,1.6,8.9677235,29
7/12/2019 11:19,2 NPAA30MN,81,83.65303,1.6,23.7845932,29
7/12/2019 13:00,3 N_PREPAA,22800,98.90216,1.6,0,30
7/12/2019 13:04,3 NPAA1MIN,14300,90.25916,1.6,0.9012259,30
7/12/2019 13:10,3 NPAA10MN,1730,86.24644,1.6,7.9718534,30
7/12/2019 13:19,3 NPAA30MN,110,95.99595,1.6,14.1922977,30
7/14/2019 7:35,1 N_PREPAA,10500,109.028763,1.6,0,31
7/14/2019 7:37,1 NPAA1MIN,8600,108.724792,1.6,2.6196226,31
7/14/2019 7:50,1 NPAA10MN,142,109.2284,1.6,19.5993634,31
7/14/2019 8:00,1 NPAA30MN,59,108.574043,1.6,53.8433008,31
7/14/2019 11:05,2 N_PREPAA,6910,106.985725,1.6,0,32
7/14/2019 11:06,2 NPAA1MIN,6160,106.895844,1.6,3.0858269,32
7/14/2019 11:13,2 NPAA10MN,759,106.797867,1.6,24.3507831,32
7/14/2019 11:24,2 NPAA30MN,62,106.407082,1.6,70.579443,32
7/14/2019 13:04,3 N_PREPAA,8330,97.37399,1.6,0,33
7/14/2019 13:06,3 NPAA1MIN,6570,96.3204,1.6,0.7177497,33
7/14/2019 13:13,3 NPAA10MN,1780,94.66902,1.6,5.8920108,33
7/14/2019 13:24,3 NPAA30MN,39,97.3268356,1.6,13.2594474,33
7/15/2019 7:35,1 N_PREPAA,10200,114.506233,1.6,0,34
7/15/2019 7:43,1 NPAA1MIN,7230,118.50592,1.6,2.2216994,34
7/15/2019 7:50,1 NPAA10MN,145,118.2427,1.6,17.2827707,34
7/15/2019 8:00,1 NPAA30MN,71,118.157982,1.6,45.9283796,34
7/15/2019 11:03,2 N_PREPAA,9600,104.473068,1.6,0,35
7/15/2019 11:09,2 NPAA1MIN,7760,103.761353,1.6,6.5958825,35
7/15/2019 11:16,2 NPAA10MN,1410,103.208664,1.6,73.7583713,35
7/15/2019 11:30,2 NPAA30MN,29,104.166,1.6,126.6597187,35
7/15/2019 13:00,3 N_PREPAA,8570,95.5806351,1.6,0,36
7/15/2019 13:06,3 NPAA1MIN,6570,93.0557861,1.6,0.8229002,36
7/15/2019 13:13,3 NPAA10MN,1440,98.8791962,1.6,4.8299136,36
7/15/2019 13:43,3 NPAA30MN,62,94.81651,1.6,15.1419135,36
7/18/2019 7:29,1 N_PREPAA,22500,103.687111,1.6,0,37
7/18/2019 7:34,1 NPAA1MIN,14800,105.238464,1.6,3.939813,37
7/18/2019 7:40,1 NPAA10MN,410,104.846596,1.6,33.0939932,37
7/18/2019 7:50,1 NPAA30MN,91,94.7672958,1.6,15.2698296,37
7/18/2019 11:06,2 N_PREPAA,14200,96.51045,1.6,0,38
7/18/2019 11:11,2 NPAA1MIN,8160,94.98326,1.6,0.7666047,38
7/18/2019 11:16,2 NPAA10MN,2660,94.9764252,1.6,5.7456209,38
7/18/2019 11:28,2 NPAA30MN,65,95.41161,1.6,14.592365,38
7/18/2019 13:02,3 N_PREPAA,17200,107.758926,1.6,0,39
7/18/2019 13:07,3 NPAA1MIN,10400,99.1734,1.6,0.6456055,39
7/18/2019 13:12,3 NPAA10MN,3090,97.93375,1.6,4.9848622,39
7/18/2019 13:22,3 NPAA30MN,70,100.503014,1.6,734.3235489,39
7/20/2019 7:28,1 N_PREPAA,11800,105.136871,1.6,0,40
7/20/2019 7:31,1 NPAA1MIN,12800,93.92906,1.6,0.8054709,40
7/20/2019 7:41,1 NPAA10MN,950,104.584122,1.6,38.021272,40
7/20/2019 7:52,1 NPAA30MN,121,93.16153,1.6,15.94403,40
7/20/2019 11:09,2 N_PREPAA,9100,99.99477,1.6,0,41
7/20/2019 11:11,2 NPAA1MIN,6890,92.48287,1.6,0.8411303,41
7/20/2019 11:18,2 NPAA10MN,630,92.2878952,1.6,6.3225194,41
7/20/2019 11:29,2 NPAA30MN,91,96.4122,1.6,13.919977,41
7/20/2019 13:05,3 N_PREPAA,15000,109.469627,1.6,0,42
7/20/2019 13:08,3 NPAA1MIN,6690,101.229256,1.6,14.3256347,42
7/20/2019 13:22,3 NPAA10MN,1090,100.828568,1.6,162.5684613,42
7/20/2019 13:34,3 NPAA30MN,67,108.124809,1.6,56.5113317,42
7/22/2019 7:27,1 N_PREPAA,9330,108.070915,1.6,0,43
7/22/2019 7:33,1 NPAA1MIN,12600,96.4870453,1.6,0.7097897,43
7/22/2019 7:40,1 NPAA10MN,,96.84596,1.6,5.188645,43
7/22/2019 7:54,1 NPAA30MN,111,95.68774,1.6,14.3042987,43
7/22/2019 10:57,2 N_PREPAA,10400,95.03247,1.6,0,44
7/22/2019 11:02,2 NPAA1MIN,10400,83.976265,1.6,1.1952169,44
7/22/2019 11:08,2 NPAA10MN,630,94.797905,1.6,5.817874,44
7/22/2019 11:20,2 NPAA30MN,56,91.66183,1.6,16.8380205,44
7/22/2019 12:59,3 N_PREPAA,17200,101.712158,1.6,0,45
7/22/2019 13:05,3 NPAA1MIN,19900,97.1327744,1.6,0.6894308,45
7/22/2019 13:11,3 NPAA10MN,2230,96.56097,1.6,5.2472166,45
7/22/2019 13:23,3 NPAA30MN,56,101.559456,1.6,278.3347315,45
7/23/2019 7:27,1 N_PREPAA,11400,101.6281,1.6,0,46
7/23/2019 7:32,1 NPAA1MIN,12000,101.118973,1.6,15.8024072,46
7/23/2019 7:38,1 NPAA10MN,410,100.980804,1.6,143.0856214,46
7/23/2019 7:47,1 NPAA30MN,91,100.7031,1.6,592.8580938,46
7/23/2019 10:55,2 N_PREPAA,10100,82.04491,1.7,0,47
7/23/2019 10:59,2 NPAA1MIN,12400,100.3698,1.6,122.2683,47
7/23/2019 11:04,2 NPAA10MN,1870,100.80645,1.6,188.3811423,47
7/23/2019 11:12,2 NPAA30MN,44,98.48398,1.6,12.7485326,47
7/23/2019 12:54,3 N_PREPAA,16700,99.6081543,2,0,48
7/23/2019 12:58,3 NPAA1MIN,13000,98.76855,1.8,0.6521377,48
7/23/2019 13:04,3 NPAA10MN,730,97.79627,1.8,5.0027092,48
7/23/2019 13:12,3 NPAA30MN,49,104.649109,1.8,97.0528111,48
7/24/2019 8:05,1 N_PREPAA,36500,102.014786,2,0,49
7/24/2019 8:09,1 NPAA1MIN,11200,104.2475,2,5.6810412,49
7/24/2019 8:17,1 NPAA10MN,1400,103.27655,2,69.6050665,49
7/24/2019 8:30,1 NPAA30MN,105,113.323654,2,47.1860873,49
7/24/2019 10:54,2 N_PREPAA,18400,104.140007,2,0,50
7/24/2019 10:57,2 NPAA1MIN,21900,111.4888,2,2.4037073,50
7/24/2019 11:05,2 NPAA10MN,2160,112.607689,2,18.2393892,50
7/24/2019 11:16,2 NPAA30MN,66,110.970108,2,49.2104404,50
7/24/2019 12:57,3 N_PREPAA,19400,88.27216,2,0,51
7/24/2019 13:00,3 NPAA1MIN,29100,104.96376,2,4.1325621,51
7/24/2019 13:08,3 NPAA10MN,1200,104.169952,2,46.3698297,51
7/24/2019 13:21,3 NPAA30MN,119,101.575172,2,256.052,51
7/25/2019 7:42,1 N_PREPAA,13300,91.36661,2,0,52
7/25/2019 7:47,1 NPAA1MIN,11800,94.4062653,2,0.7953758,52
7/25/2019 7:53,1 NPAA10MN,,92.85996,2,6.2089637,52
7/25/2019 8:02,1 NPAA30MN,109,106.590996,2,66.4301062,52
7/25/2019 10:51,2 N_PREPAA,13300,104.515144,2,0,53
7/25/2019 10:57,2 NPAA1MIN,15600,106.544594,2,3.3246202,53
7/25/2019 11:04,2 NPAA10MN,3090,107.540871,2,22.6549595,53
7/25/2019 11:14,2 NPAA30MN,72,106.163116,2,75.2951042,53
7/25/2019 13:02,3 N_PREPAA,30800,100.40435,2,0,54
7/25/2019 13:06,3 NPAA1MIN,34500,103.468575,2,7.8802232,54
7/25/2019 13:13,3 NPAA10MN,3790,103.577347,2,59.5888969,54
7/25/2019 13:22,3 NPAA30MN,69,103.290535,2,173.5628029,54
7/29/2019 7:35,1 N_PREPAA,7330,95.1578445,2,0,55
7/29/2019 7:37,1 NPAA1MIN,7030,104.26693,2,5.4918708,55
7/29/2019 7:45,1 NPAA10MN,630,96.99519,2,5.1503346,55
7/29/2019 7:57,1 NPAA30MN,130,104.8373,2,89.2830236,55
7/29/2019 11:03,2 N_PREPAA,6240,95.30274,2,0,56
7/29/2019 11:06,2 NPAA1MIN,5290,104.747871,2,4.4614673,56
7/29/2019 11:15,2 NPAA10MN,310,104.712944,2,35.8803092,56
7/29/2019 11:24,2 NPAA30MN,52,96.73711,2,13.6069522,56
7/29/2019 12:53,3 N_PREPAA,8600,92.5283,2,0,57
7/29/2019 12:55,3 NPAA1MIN,5910,93.4136047,2,0.8088953,57
7/29/2019 13:02,3 NPAA10MN,750,94.33532,2,5.9681067,57
7/29/2019 13:12,3 NPAA30MN,36,89.88884,2,17.9298687,57
7/30/2019 7:34,1 N_PREPAA,12700,94.45352,2,0,58
7/30/2019 7:37,1 NPAA1MIN,5290,108.192566,2,2.7434464,58
7/30/2019 7:45,1 NPAA10MN,100,95.60909,2,5.5174922,58
7/30/2019 7:51,1 NPAA30MN,93,106.49099,2,69.1386892,58
7/30/2019 10:55,2 N_PREPAA,10100,97.1818,2,0,59
7/30/2019 10:58,2 NPAA1MIN,5290,106.081871,2,3.7648193,59
7/30/2019 11:05,2 NPAA10MN,410,106.199722,2,27.4459873,59
7/30/2019 11:15,2 NPAA30MN,40,97.1554642,2,13.3568713,59
7/30/2019 13:08,3 N_PREPAA,11100,91.53023,2,0,60
7/30/2019 13:11,3 NPAA1MIN,9590,96.16116,2,0.7204444,60
7/30/2019 13:18,3 NPAA10MN,410,96.08934,2,5.3892922,60
7/30/2019 13:27,3 NPAA30MN,55,94.22348,2,15.6671787,60
7/31/2019 7:32,1 N_PREPAA,10800,95.9000854,2,0,61
7/31/2019 7:36,1 NPAA1MIN,5040,98.54467,2,0.6543457,61
7/31/2019 7:44,1 NPAA10MN,100,97.3272552,2,5.0570432,61
7/31/2019 7:56,1 NPAA30MN,126,106.178787,2,73.6532425,61
7/31/2019 11:00,2 N_PREPAA,8570,96.68806,2,0,62
7/31/2019 11:02,2 NPAA1MIN,6130,107.0354,2,2.9792627,62
7/31/2019 11:07,2 NPAA10MN,1220,106.727089,2,24.8161667,62
7/31/2019 11:17,2 NPAA30MN,56,108.283028,2,54.7036038,62
7/31/2019 13:01,3 N_PREPAA,7980,91.03501,2,0,63
7/31/2019 13:05,3 NPAA1MIN,5760,95.34144,2,0.7515333,63
7/31/2019 13:11,3 NPAA10MN,310,95.52572,2,5.561624,63
7/31/2019 13:20,3 NPAA30MN,65,96.4376755,2,13.8667884,63
8/1/2019 7:38,1 N_PREPAA,10200,91.16535,2,0,64
8/1/2019 7:41,1 NPAA1MIN,10500,92.97447,2,0.8264804,64
8/1/2019 7:48,1 NPAA10MN,3100,92.25142,2,6.3515756,64
8/1/2019 8:02,1 NPAA30MN,210,98.33226,2,12.8838434,64
8/1/2019 10:59,2 N_PREPAA,12100,89.88195,2,0,65
8/1/2019 11:01,2 NPAA1MIN,6380,98.39077,2,0.6610637,65
8/1/2019 11:08,2 NPAA10MN,1210,98.47702,2,4.8975461,65
8/1/2019 11:20,2 NPAA30MN,83,97.94242,2,12.9756927,65
8/1/2019 13:09,3 N_PREPAA,16600,95.19022,2,0,66
8/1/2019 13:11,3 NPAA1MIN,10500,89.59204,2,0.927839,66
8/1/2019 13:18,3 NPAA10MN,950,89.3119049,2,7.1045054,66
8/1/2019 13:29,3 NPAA30MN,85,89.4412842,2,18.3893715,66
